Id,SalePrice
1461,127613.88679455755
1462,174526.93419656614
1463,190588.75930205957
1464,190632.1962944934
1465,204772.9872999124
1466,171943.33310299486
1467,169361.31647428614
1468,160342.19576152644
1469,199656.47928839127
1470,125415.98662676345
1471,181953.91298391193
1472,97912.88640859333
1473,93451.44308882959
1474,139644.17299820064
1475,102920.60064454605
1476,329911.39186386834
1477,266816.69505222613
1478,293158.0177245756
1479,295025.7127813558
1480,429395.78427442943
1481,318692.4150124054
1482,212462.68725952605
1483,184402.17363293018
1484,162912.1735399722
1485,193724.18858748593
1486,199439.52572481526
1487,331362.467257669
1488,241155.98791345468
1489,207077.1063314657
1490,241126.9895107637
1491,208575.89679339968
1492,95801.64502338847
1493,192603.73192042348
1494,305749.51549682627
1495,289614.82793897047
1496,224547.93967687394
1497,175122.2416773569
1498,171181.75487855307
1499,165209.68985682464
1500,152269.30596673087
1501,195358.59698463764
1502,134649.37990094084
1503,291293.3919919423
1504,239529.52552329327
1505,226190.335454344
1506,184622.4882506904
1507,262423.46295645286
1508,217969.592242779
1509,161167.54104111512
1510,155750.6409580701
1511,164506.03682875665
1512,170317.20437223077
1513,153054.98621831942
1514,167828.62915811618
1515,204939.52684870036
1516,159816.1721741313
1517,169467.0757651418
1518,115460.4211299064
1519,229620.2438767251
1520,139581.62774988438
1521,143058.20326595794
1522,187886.44598487002
1523,107156.37785746869
1524,113846.7228857633
1525,120816.26199088577
1526,123517.0420065278
1527,106715.29762158306
1528,129134.30052739178
1529,164193.2700318375
1530,193555.74244218325
1531,139446.45913055982
1532,95848.26422648327
1533,154084.32586388214
1534,122950.1115888381
1535,160263.71405752472
1536,102011.4887719547
1537,78357.65998823248
1538,166327.08514179135
1539,211034.09101124492
1540,152825.90387428773
1541,142579.15997408176
1542,157521.52044151962
1543,199629.31945487263
1544,73238.89150048295
1545,127412.42651523749
1546,138990.15825903445
1547,136848.67002399548
1548,146294.23677730578
1549,136201.90537170862
1550,143038.92500214974
1551,117115.29401860657
1552,163778.33358300052
1553,169998.1646955237
1554,113520.93740408434
1555,165855.14234788614
1556,74704.44167245056
1557,119937.78362400364
1558,102328.89592441042
1559,108603.52085127181
1560,134291.60677874312
1561,137952.94762460576
1562,133131.18014812993
1563,132208.294410997
1564,161950.23790161053
1565,152122.67351160132
1566,235331.98745961016
1567,71517.9879845252
1568,236508.26586572218
1569,141443.52603943375
1570,126679.45220318256
1571,100348.7075505228
1572,149555.16078024698
1573,268307.5729517997
1574,145469.66231994514
1575,239494.12633800734
1576,229158.49234141238
1577,179819.0222403939
1578,124951.0627423556
1579,159794.07943983175
1580,192428.36268640516
1581,152651.62613233278
1582,121025.41079791535
1583,297137.3249049013
1584,222969.4520917932
1585,134965.555909341
1586,45090.8497146951
1587,98901.16959194292
1588,158604.23478035594
1589,105442.25622211062
