Id,SalePrice
1461,125640.41
1462,161541.94
1463,185660.73
1464,195060.22
1465,176106.67
1466,179963.75
1467,161635.9
1468,174117.9
1469,185225.64
1470,133340.58
1471,183514.47
1472,99384.3
1473,105394.24
1474,150580.33
1475,134374.88
1476,377699.88
1477,265805.3
1478,304525.47
1479,272091.62
1480,520593.5
1481,311806.62
1482,196142.86
1483,191431.44
1484,170606.4
1485,184787.95
1486,190838.72
1487,318189.4
1488,207258.4
1489,214612.02
1490,215894.69
1491,201389.33
1492,95764.95
1493,197089.89
1494,288438.97
1495,272149.78
1496,231173.94
1497,195559.88
1498,158786.62
1499,161735.3
1500,157011.45
1501,176494.9
1502,158782.0
1503,289736.75
1504,223887.06
1505,215540.03
1506,186756.84
1507,246814.95
1508,203195.83
1509,158917.67
1510,153647.42
1511,137551.06
1512,167071.5
1513,145974.56
1514,175102.44
1515,181702.64
1516,166732.61
1517,156867.62
1518,128455.38
1519,217841.1
1520,138932.97
1521,144929.48
1522,170862.73
1523,116457.04
1524,123823.516
1525,127640.69
1526,111603.734
1527,105350.2
1528,120149.61
1529,151989.81
1530,162613.27
1531,109116.1
1532,92123.83
1533,121894.51
1534,111235.68
1535,157402.8
1536,115987.85
1537,78077.484
1538,172684.33
1539,210668.45
1540,110768.234
1541,133051.77
1542,133993.45
1543,214044.12
1544,74130.28
1545,104895.484
1546,138280.36
1547,130147.14
1548,134734.92
1549,114654.4
1550,148804.05
1551,99219.72
1552,139564.88
1553,142347.75
1554,119731.45
1555,189264.02
1556,94140.805
1557,98094.68
1558,98382.65
1559,103320.42
1560,139542.44
1561,147949.89
1562,129717.88
1563,129750.51
1564,144446.75
1565,157665.77
1566,231493.55
1567,86997.95
1568,244277.58
1569,162357.45
1570,157802.92
1571,98148.57
1572,143717.5
1573,243114.2
1574,125774.086
1575,232401.17
1576,252711.78
1577,192773.23
1578,157283.78
1579,151769.45
1580,194420.81
1581,150870.33
1582,121004.766
1583,326115.94
1584,235495.3
1585,137064.6
1586,67331.97
1587,113390.11
1588,164188.27
1589,94076.05
1590,131048.89
1591,74200.38
1592,111191.805
1593,136233.1
1594,100246.26
1595,135520.56
1596,238147.52
1597,195195.84
1598,226961.11
1599,190747.78
1600,170202.3
1601,66920.66
1602,130089.02
1603,63723.266
1604,264669.75
1605,257206.44
1606,167402.05
1607,158447.73
1608,194240.28
1609,188527.73
1610,161067.92
1611,148360.16
1612,157240.08
1613,159972.06
1614,118072.83
1615,87974.23
1616,75416.266
1617,85428.27
1618,123472.34
1619,135117.67
1620,159399.33
1621,147055.42
1622,147971.7
1623,296262.97
1624,225384.78
1625,128006.69
1626,173332.83
1627,200087.16
1628,282906.34
1629,183877.08
1630,374495.0
1631,222070.55
1632,250872.03
1633,172482.0
1634,181271.7
1635,182818.05
1636,161177.45
1637,190488.2
1638,198030.66
1639,200616.3
1640,304552.4
1641,198471.7
1642,229199.61
1643,223143.77
1644,241201.64
1645,182071.67
1646,171916.95
1647,170583.4
1648,135367.27
1649,141494.92
1650,119366.76
1651,118140.05
1652,97557.26
1653,94007.87
1654,158974.97
1655,151671.88
1656,146079.28
1657,158766.92
1658,146071.62
1659,141993.81
1660,166140.27
1661,425533.25
1662,380064.0
1663,371511.16
1664,419629.66
1665,317261.62
1666,349843.5
1667,365905.97
1668,327113.28
1669,295466.97
1670,326576.25
1671,270358.8
1672,500476.97
1673,303229.6
1674,258771.34
1675,191277.8
1676,189993.47
1677,212651.58
1678,470993.0
1679,399420.22
1680,353086.72
1681,249495.33
1682,317717.28
1683,173128.27
1684,164108.1
1685,179044.48
1686,167976.64
1687,171109.12
1688,182002.67
1689,197167.25
1690,188275.94
1691,177920.6
1692,255869.83
1693,169552.38
1694,188677.5
1695,165282.45
1696,277275.78
1697,164943.19
1698,363927.3
1699,330527.2
1700,281067.38
1701,264946.22
1702,240264.92
1703,233262.42
1704,297893.78
1705,231559.19
1706,457894.0
1707,207807.7
1708,200268.98
1709,273268.97
1710,235031.36
1711,256678.61
1712,231126.9
1713,260413.5
1714,220931.33
1715,214086.05
1716,175721.33
1717,159349.22
1718,126256.89
1719,226321.92
1720,243438.66
1721,176726.66
1722,133618.81
1723,163580.38
1724,189590.73
1725,247845.83
1726,185004.78
1727,149367.11
1728,169213.38
1729,170390.83
1730,155667.5
1731,119982.92
1732,133748.69
1733,122482.2
1734,114463.82
1735,106621.125
1736,109699.6
1737,318255.44
1738,230518.4
1739,255259.28
1740,204625.25
1741,170126.86
1742,174340.28
1743,173169.34
1744,293377.53
1745,229219.38
1746,228239.42
1747,229130.9
1748,234251.4
1749,157884.89
1750,124192.71
1751,260937.84
1752,114239.23
1753,146672.36
1754,181709.3
1755,179486.88
1756,115726.1
1757,122925.984
1758,149446.67
1759,152213.39
1760,165041.56
1761,143617.81
1762,183106.72
1763,177306.08
1764,121436.17
1765,134994.33
1766,175832.98
1767,203658.88
1768,146609.25
1769,173884.06
1770,161953.05
1771,135112.5
1772,129897.45
1773,131877.55
1774,124586.94
1775,142032.61
1776,124480.94
1777,116967.25
1778,137713.67
1779,128870.5
1780,176802.66
1781,127961.79
1782,97897.516
1783,148438.42
1784,113386.33
1785,128713.3
1786,132970.06
1787,170772.27
1788,56025.883
1789,98852.35
1790,95963.46
1791,190132.52
