Id,SalePrice
1461,133193.45
1462,153860.595
1463,172575.036
1464,180766.209
1465,199295.093
1466,191377.282
1467,182153.471
1468,176928.219
1469,182634.984
1470,121430.307
1471,206033.687
1472,99651.597
1473,105551.765
1474,150409.62
1475,153128.043
1476,382707.874
1477,259649.415
1478,318445.174
1479,267293.785
1480,462368.031
1481,289699.635
1482,207552.452
1483,183007.867
1484,184482.294
1485,192155.226
1486,199469.371
1487,286383.513
1488,230067.792
1489,217592.703
1490,199829.416
1491,210236.279
1492,101910.343
1493,189010.511
1494,302394.588
1495,292052.327
1496,224656.048
1497,194857.741
1498,159119.661
1499,157216.317
1500,167749.846
1501,174766.615
1502,175449.061
1503,304726.583
1504,232779.764
1505,217667.687
1506,177920.399
1507,226134.801
1508,187873.155
1509,156742.563
1510,152598.459
1511,148293.355
1512,158842.782
1513,151002.151
1514,150161.217
1515,165171.713
1516,171046.714
1517,163188.047
1518,129714.863
1519,226998.3
1520,139237.758
1521,143361.575
1522,163543.212
1523,114418.991
1524,125409.91
1525,132970.138
1526,130355.959
1527,107840.648
1528,127010.673
1529,138981.701
1530,166719.432
1531,136107.325
1532,106383.329
1533,134266.637
1534,112987.313
1535,147070.404
1536,123106.162
1537,107075.796
1538,184631.183
1539,250852.226
1540,119426.34
1541,136821.922
1542,129994.898
1543,191982.581
1544,81357.695
1545,103626.689
1546,133098.894
1547,127886.58
1548,122071.225
1549,115139.174
1550,135793.719
1551,121527.606
1552,137593.395
1553,139909.68
1554,121060.25
1555,172551.156
1556,106173.694
1557,117240.047
1558,106685.654
1559,103691.01
1560,149274.33
1561,137767.123
1562,127699.207
1563,125454.499
1564,155431.371
1565,157284.708
1566,257202.978
1567,90367.963
1568,224605.732
1569,156345.56
1570,158624.114
1571,124785.03
1572,145533.944
1573,243142.559
1574,129458.07
1575,253188.246
1576,218629.128
1577,205786.752
1578,151060.933
1579,147760.261
1580,194236.954
1581,134877.403
1582,127595.675
1583,330899.649
1584,248250.104
1585,141384.84
1586,78177.209
1587,114996.134
1588,151312.533
1589,100759.921
1590,132428.95
1591,102523.432
1592,134795.142
1593,130412.81
1594,115408.919
1595,134989.563
1596,214005.166
1597,165317.653
1598,212047.889
1599,218647.192
1600,195466.915
1601,78269.407
1602,125041.084
1603,96952.25
1604,277897.171
1605,253545.509
1606,171051.532
1607,162424.025
1608,217116.241
1609,197192.168
1610,163673.862
1611,157351.026
1612,163863.402
1613,162327.108
1614,122475.633
1615,88186.898
1616,83891.707
1617,86809.347
1618,123869.649
1619,133546.802
1620,156939.165
1621,140278.15
1622,144588.209
1623,299086.418
1624,203695.915
1625,141248.881
1626,181048.781
1627,186123.7
1628,286974.229
1629,178607.374
1630,336150.444
1631,214321.523
1632,242457.399
1633,174727.86
1634,176360.148
1635,182728.856
1636,165053.912
1637,177232.147
1638,231510.858
1639,190268.794
1640,254751.393
1641,192778.078
1642,222536.526
1643,215310.074
1644,222805.587
1645,175723.673
1646,169250.726
1647,180172.556
1648,135375.273
1649,142888.047
1650,120453.531
1651,121835.849
1652,97038.747
1653,97615.897
1654,151699.955
1655,168118.27
1656,147306.776
1657,152483.776
1658,147900.772
1659,151602.007
1660,159369.373
1661,430037.91
1662,362710.202
1663,391978.812
1664,429354.627
1665,331431.828
1666,335084.998
1667,338183.328
1668,333130.357
1669,310584.628
1670,350859.421
1671,272140.614
1672,451241.021
1673,308601.611
1674,258155.152
1675,184059.7
1676,187013.67
1677,205876.486
1678,450588.779
1679,356589.349
1680,331614.387
1681,286701.673
1682,306004.036
1683,189432.636
1684,180472.062
1685,173975.849
1686,168515.234
1687,172362.227
1688,186174.506
1689,192352.612
1690,186843.113
1691,177832.807
1692,272051.41
1693,174860.763
1694,181789.04
1695,168294.257
1696,269962.423
1697,171325.794
1698,335538.278
1699,315654.06
1700,253384.524
1701,275734.225
1702,256658.926
1703,252117.002
1704,294765.109
1705,244088.394
1706,431408.222
1707,207038.922
1708,209030.978
1709,306137.236
1710,221068.638
1711,283024.459
1712,243259.79
1713,257370.845
1714,215613.733
1715,206446.767
1716,182115.79
1717,169002.985
1718,128414.566
1719,220089.71
1720,261759.128
1721,197386.172
1722,120534.888
1723,167214.546
1724,203945.283
1725,232651.197
1726,184386.393
1727,164410.053
1728,189128.598
1729,165758.288
1730,170500.452
1731,120340.117
1732,131793.483
1733,127454.761
1734,132400.788
1735,131561.889
1736,112325.078
1737,355910.353
1738,227479.575
1739,249710.917
1740,192116.973
1741,169886.801
1742,173716.891
1743,172813.738
1744,328354.364
1745,228727.428
1746,253640.941
1747,223694.188
1748,209194.739
1749,164247.355
1750,145270.065
1751,253578.368
1752,120782.313
1753,138143.667
1754,208563.673
1755,182006.341
1756,119410.734
1757,117845.35
1758,151608.224
1759,167312.071
1760,158887.074
1761,153172.797
1762,172668.601
1763,162704.003
1764,119784.085
1765,153616.207
1766,180367.047
1767,205804.37
1768,140875.1
1769,192896.982
1770,148118.588
1771,137649.291
1772,137413.069
1773,139138.305
1774,132976.713
1775,132069.618
1776,131006.098
1777,119532.963
1778,128013.883
1779,127212.699
1780,190822.742
1781,128292.963
1782,99146.185
1783,140077.399
1784,101784.59
1785,118226.353
1786,138281.322
1787,169521.79314285715
1788,61924.673
1789,101512.266
1790,96587.154
1791,179348.228
1792,156340.374
1793,149820.983
1794,142040.6
1795,141645.2
1796,157794.641
1797,123761.271
1798,124730.849
1799,114581.834
1800,136635.81
1801,120645.022
1802,130757.132
1803,146970.035
1804,139131.393
1805,137911.305
1806,112946.96
1807,142366.338
1808,123460.157
1809,131237.383
1810,141926.457
1811,100665.946
1812,110575.048
1813,117859.079
1814,98540.96
1815,61144.279
1816,104735.283
1817,113969.525
1818,143148.495
1819,125493.127
1820,96286.193
1821,109663.265
1822,143095.529
1823,71586.041
1824,136665.88
1825,137585.1
1826,110419.564
1827,109405.503
1828,125404.116
1829,113526.057
1830,133177.146
1831,165067.785
1832,115046.482
1833,135831.544
1834,137398.995
1835,168261.456
1836,117467.134
1837,94519.878
1838,134917.614
1839,86387.472
1840,166674.828
1841,154231.809
1842,106917.628
1843,150756.455
1844,143870.547
1845,156461.791
1846,167017.797
1847,155346.112
1848,69494.529
1849,111484.018
1850,129110.15
1851,149885.052
1852,126714.281
1853,139721.703
1854,198503.606
1855,155807.245
1856,208958.335
1857,157873.671
1858,137545.067
1859,118923.783
1860,149164.241
1861,118853.389
1862,272438.628
1863,265821.665
1864,265821.665
1865,349913.704
1866,334836.157
1867,249716.731
1868,311402.827
1869,202526.026
1870,267963.29
1871,264317.711
1872,182072.55
1873,240674.192
1874,142762.345
1875,229350.933
1876,197846.904
1877,225036.677
1878,217676.282
1879,139220.298
1880,132408.401
1881,249115.644
1882,269993.328
1883,205366.281
1884,225158.78
1885,274009.987
1886,308862.877
1887,210104.659
1888,289967.03
1889,179733.957
1890,139235.241
1891,143060.762
1892,109334.243
1893,136245.167
1894,125257.29
1895,152992.298
1896,122994.202
1897,127546.263
1898,124376.711
1899,153101.355
1900,165206.203
1901,158196.795
1902,149027.719
1903,223238.933
1904,144576.297
1905,190496.449
1906,142099.07
1907,194276.781
1908,123813.345
1909,140577.252
1910,132820.073
1911,192839.263
1912,264046.265
1913,136215.375
1914,67593.526
1915,325152.715
1916,78777.848
1917,257921.921
1918,146157.985
1919,163135.796
1920,153402.07
1921,406489.025
1922,353083.343
1923,199385.71
1924,247465.289
1925,224478.869
1926,387718.586
1927,142185.953
1928,159914.875
1929,121838.906
1930,147279.069
1931,139545.021
1932,141877.804
1933,162503.397
1934,178395.215
1935,175144.433
1936,188188.716
1937,188177.364
1938,166038.257
1939,232953.137
1940,199006.192
1941,179214.234
1942,192778.802
1943,198648.649
1944,317854.585
1945,371471.014
1946,168706.236
1947,314434.202
1948,183399.667
1949,240505.378
1950,193521.957
1951,262303.017
1952,218039.66
1953,173093.352
1954,196881.222
1955,134039.753
1956,276735.312
1957,169462.154
1958,319483.958
1959,139270.538
1960,114953.386
1961,119691.831
1962,94885.6
1963,106774.748
1964,121921.394
1965,142357.788
1966,172700.561
1967,316169.778
1968,389434.491
1969,377724.263
1970,402689.92
1971,416491.15
1972,362788.351
1973,275254.564
1974,315955.7
1975,440922.834
1976,295248.159
1977,355813.39
1978,305514.113
1979,338780.254
1980,213220.418
1981,342354.256
1982,235204.006
1983,221013.066
1984,179307.4
1985,215056.056
1986,219973.524
1987,184308.461
1988,178597.619
1989,192636.314
1990,224544.582
1991,205266.943
1992,207877.485
1993,175081.32
1994,233110.988
1995,184689.242
1996,260955.003
1997,325123.175
1998,341493.195
1999,252598.525
2000,299177.5
2001,281203.524
2002,246428.691
2003,262491.893
2004,288690.855
2005,230205.842
2006,223969.42
2007,249455.27
2008,213307.963
2009,194989.726
2010,212398.938
2011,132285.477
2012,190464.068
2013,188975.354
2014,189197.482
2015,218103.94
2016,198173.442
2017,211233.133
2018,134099.161
2019,139294.308
2020,122065.508
2021,114274.485
2022,186367.473
2023,150012.663
2024,223844.769
2025,370594.609
2026,185927.708
2027,166762.33
2028,156122.55
2029,174318.819
2030,283947.846
2031,283989.647
2032,296603.767
2033,282388.377
2034,165824.712
2035,218094.256
2036,181932.365
2037,196666.419
2038,318058.055
2039,227581.201
2040,364593.66
2041,302386.848
2042,203534.569
2043,170260.397
2044,172506.325
2045,238134.264
2046,133598.952
2047,144521.48
2048,132724.088
2049,135364.689
2050,197735.605
2051,113547.889
2052,132097.004
2053,146605.193
2054,82540.993
2055,149456.312
2056,145355.35
2057,124713.058
2058,211246.207
2059,144253.261
2060,158536.324
2061,174152.678
2062,140886.916
2063,117929.87
2064,137549.045
2065,125979.711
2066,185550.547
2067,140346.083
2068,130512.925
2069,88499.268
2070,103677.082
2071,92015.381
2072,137155.783
2073,148319.074
2074,205005.56
2075,157974.088
2076,122521.52
2077,143964.839
2078,130572.811
2079,135305.782
2080,114804.526
2081,121419.444
2082,127808.211
2083,130580.881
2084,104314.401
2085,130960.525
2086,134722.264
2087,119321.121
2088,113422.913
2089,98614.553
2090,129783.118
2091,112486.5
2092,117478.691
2093,129280.796
2094,145183.076
2095,158334.093
2096,93430.775
2097,98308.827
2098,133078.686
2099,62527.488
2100,105069.314
2101,127362.963
2102,145343.58214285714
2103,112055.243
2104,135892.266
2105,124451.966
2106,84211.539
2107,238930.85
2108,118960.877
2109,118659.818
2110,127399.465
2111,154255.317
2112,135809.995
2113,118467.294
2114,117745.362
2115,140146.345
2116,119100.984
2117,145375.59
2118,130134.898
2119,109181.709
2120,128739.375
2121,96948.727
2122,93634.456
2123,101572.573
2124,156787.575
2125,126388.101
2126,154404.613
2127,140286.844
2128,118365.15
2129,109947.385
2130,138016.526
2131,143017.55
2132,115817.192
2133,114945.619
2134,138266.234
2135,112936.786
2136,93955.18
2137,121927.467
2138,143584.862
2139,164274.201
2140,138791.675
2141,143466.582
2142,141805.95
2143,137623.55
2144,130609.882
2145,137348.45
2146,171542.061
2147,171405.478
2148,129042.937
2149,138242.093
2150,217428.922
2151,148043.58
2152,163274.6
2153,155649.57
2154,111739.447
2155,130303.38
2156,218268.138
2157,244833.668
2158,249087.276
2159,193211.849
2160,184018.375
2161,251907.365
2162,431726.026
2163,364680.946
2164,282913.105
2165,188817.889
2166,144706.136
2167,216341.665
2168,206735.861
2169,201983.435
2170,225255.938
2171,153847.735
2172,142808.525
2173,148426.059
2174,221523.745
2175,313238.364
2176,327411.163
2177,243632.991
2178,233203.322
2179,142165.34
2180,186904.683
2181,193544.809
2182,219857.13
2183,203409.193
2184,140439.788
2185,143885.292
2186,140004.837
2187,153712.237
2188,149928.743
2189,184662.198
2190,85385.905
2191,90441.321
2192,92813.393
2193,104607.011
2194,114103.085
2195,112934.495
2196,117937.49
2197,106548.492
2198,156859.136
2199,164261.446
2200,152745.079
2201,144251.885
2202,188057.85
2203,168425.987
2204,172053.889
2205,117901.2
2206,146737.764
2207,256104.825
2208,238116.644
2209,180949.949
2210,127072.822
2211,116764.185
2212,113206.218
2213,100887.193
2214,134366.669
2215,108420.767
2216,144417.084
2217,80773.864
2218,88341.366
2219,71152.001
2220,81495.888
2221,325237.331
2222,239021.133
2223,255328.128
2224,233199.671
2225,140662.069
2226,174194.36
2227,200756.353
2228,294669.885
2229,259483.724
2230,161514.02
2231,220290.226
2232,183124.618
2233,190109.919
2234,261894.953
2235,195393.576
2236,272236.835
2237,353499.864
2238,217163.436
2239,120758.235
2240,161163.243
2241,145314.993
2242,136093.935
2243,130208.65
2244,94162.672
2245,90579.913
2246,147687.245
2247,117455.297
2248,120174.533
2249,124349.737
2250,140260.518
2251,129551.91
2252,183089.126
2253,166523.825
2254,180081.222
2255,189490.371
2256,189482.889
2257,188616.57
2258,177027.436
2259,173976.248
2260,166203.074
2261,190007.931
2262,211830.058
2263,343256.12
2264,419164.117
2265,161977.328
2266,304445.356
2267,385040.235
2268,395798.609
2269,160169.515
2270,212462.87
2271,252900.04
2272,216183.566
2273,174919.843
2274,181605.221
2275,173971.064
2276,183140.346
2277,171027.086
2278,148882.509
2279,123547.823
2280,114810.137
2281,173081.799
2282,186640.812
2283,102889.866
2284,114376.158
2285,163329.593
2286,127116.682
2287,350078.045
2288,276949.69
2289,374481.654
2290,407022.065
2291,323423.323
2292,405133.562
2293,443559.091
2294,337715.666
2295,426079.655
2296,265628.748
2297,314721.677
2298,351543.582
2299,346714.114
2300,322757.346
2301,298732.223
2302,237574.867
2303,240106.879
2304,249415.371
2305,166518.775
2306,168766.006
2307,183983.879
2308,214104.532
2309,290516.84
2310,224066.234
2311,200954.883
2312,174080.533
2313,176493.379
2314,204039.196
2315,171857.655
2316,187795.55
2317,188592.229
2318,174953.63
2319,176526.95
2320,180769.92
2321,255696.446
2322,168540.437
2323,209402.302
2324,185083.39
2325,213792.891
2326,185413.718
2327,214074.447
2328,231037.655
2329,180741.627
2330,179046.001
2331,334819.087
2332,353043.5
2333,309656.924
2334,245858.222
2335,267065.158
2336,330344.686
2337,210136.902
2338,294680.974
2339,236704.243
